idx,class,conversation
1361,3,"살려주세요 제발요 잘못했어요
쉿 조용히 안해?
살려주세요 원하는대로 다 할게요 제발요
조용히 하라고 했지. 나는 세번만 참아 그 이후엔 이를 다 뽑아버릴테니까 제발 조용히해.
네. 조용히 할게요
그래 말 잘듣네
잘못했어요.
너가 뭘 잘못했는데?
잘못했어요.
잘못은 너희 가족이 했지 근데 난 너를 죽이려고"
1377,3,"죽기싫으면 한번 말할때 들으라고
내가 왜 그래야 되는데
아니 잔말말고 하라고 이새끼 안되겠네
감시가 많아서 할수가 없다니까
야 몽둥이 가져와라 다리 하나 부러트려줘?
제발 그만해
일단 죽기전까지 패서 기절시켜
한번만 살려줘.
변명도 못하게 이빨부터 싹 다 뽑아줄게
그럼 내일까지 시간을 좀줘."
1379,3,"늘 넌 이런식이었어. 너 때문에 내 학창시절은 망가졌으니까 너도 이제 당해봐.
제발. 이러지말고 우리 말로 하자. 칼은 내려놔.
됐어. 말로 할거였음 미리 했어야지. 내가 칼들고 오니까 이제서야 반성할 마음이 생기냐? 찔러버릴거야.
아니야. 고의는 아니었어. 제발 알아줘.
너랑 패거리들이 우리 엄마가 힘들게 일해서 번 돈 용돈으로 주신거 다 뺏어가고 늘 학교 끝나고 나 때리고. 그걸 너희는 웃으면서 보고. 난 매일이 지옥이었어. 너가 그 마음을 알기는 해?
미안. 내가 이렇게 빌게. 제발 목숨만은 살려줘.
난 그 트라우마 때문에 학교도 자퇴하고 결국 변변치 않은 직장 들어가서 빚쟁이 되고. 우리 엄마는 아프신데 수술도 못 받고 돌아가셨어.
제발. 너가 원하는건 뭐든지 다해줄게. 그니까 제발.멈춰. 진정해.
내가 원하는건 너도 똑같이 다 잃는거야. 너도 이제 목숨으로 나한테 진 죄 되갚아. 죽여버릴거야.
제발 살려줘. 나.나도 칼 있어. 너 찌를수 있다고.!
그래. 너 죽고 나 죽자."
1388,3,"여보 어제 어디있었어
나 야근했다고 했잖아
어제 다른여자 만나고온거 모를줄알아?
뭔소린지 모르겠는데 
다신 바람안핀다더니 또 그새 바람피우냐
너 내뒤캐고다니냐
내가죽든 니가죽든해야 정신차릴래?
니가 뭘들었는지 모르겠는데 바람핀거 아니야
자꾸 이런식으로하면 확 너죽이고 뛰어내릴거야 나도
야 니가 죽이든말든 알아서해 나는집나가야겠다."
1389,3,"당신 아들 목소리 맞지?
네. 제 아들 맞아요. 제발 제발 건들지 말아주세요.
지금 말하는것만 지키면 된다.
뭐든 하겠습니다.
2시간 줄테니깐 신촌역 3번출구 앞 농협 기 소화전 옆에 3000만원 놓고가.
네? 두 시간이요?
두 번 말 안한다. 이 시간이 지나면 너 아들 얼굴 못 볼 줄 알아.
제발 제발 제 아들만은 건들지 말아주세요.
그럼 약속장소에 당장 돈 들고 오면 되겠네.
네."
1390,3,"아줌마 한 2주만 여기에 죽닥치고있어 그러면 풀어줄게
아니 무슨 소리에요. 남편 간병호해야해요 저
아줌마 아줌마가 505호 아저씨 죽였지? 그거 다 알아 가만히 있으면 풀어줄테니까 2주만 참아
그럼 제 남편은요?. 저. 진짜 아무말도 안할게요 네? 아저씨? 네?
하. 이 아줌마가. 아줌마 아줌마 때문에 지금 재개발 되게 생겼잖아 지금 뒤지고싶어?
저는 괜찮은데. 제 남편이 아파요. 저 이제 안그럴게요 아저씨. 제발요 네?
이년이 진짜 뒤지고 싶나 아줌마 이제 보니 존나 이기적이네? 좀 맞자 아줌마
죄송해요 아저씨 진짜 죄송해요. 근데 제 남편. 남편 간호해야해요. 네?
하. 그냥 닥치고 있어 아줌마 퍽.
.남."
1392,3,"일처리 이렇게 할 거야? 이러면 우리만 힘들잖아.
저는 올바르게 일처리한겁니다.
우리한테 얼마나 중요한 일인데 이 일 그르치면 재미없어.
상황이 어떻든 되돌리지 못합니다.
자식들이랑 와이프 다 외국에 산다지?
그것은 어떻게 알고.
되돌릴 수 없으면 우리도 가만히 못있지. 다른 가족들 싸그리 몸 못가누게 만들거야!
우리 가족 건드리기만 해봐!
다 죽일거야!
그렇게는 안돼!"
1393,3,"돈을 갚을 능력이 없으면 빌리지를 말아야지
시간을 조금만 더 주면.
그동안 기회를 많이 줬잖아?
한달 딱 한달만.
내 인내심이 그렇게 대단치를 못해서. 계약서에 있는대로 수술한 번 해야겠어.
.
신장은 튼튼하지?
그러면 제가 일을 할 수가 없잖아요?
뭐 그정도면 당분간은 일 안해도 돼. 물론 이자는 늘겠지만.
그게 무슨 말도 안되는.
그건 싫다? 그러면 남의 돈 막쓰면 안되지. 가져다 쓰기만 하면 되나? 양심도 없이.
.
내가 마지막 아량을 베푸는거야. 보름. 그 후엔 내맘대로 수술 날짜 잡는다."
1395,3,"난 널 사랑해
난 이제 너가 너무 무서워
무슨소리야? 이쁜 입으로 이쁜말만해 입을 찢어바리기 전에
나를 진짜 사랑한다면 보내줘
화나게 하지마. 자꾸 그러면 다리를 부러뜨려서라도 못가게 할거니까
너 원래 이런 애 아니었잖아
너를 사랑해서 그래 이해 못해줘?
이건 사랑이 아냐 집착이지
무슨소리야!! 진짜 죽여버리기 전에 입 다물어
자꾸 그러면 신고할거야"
1397,3,"아 가족들이 너무 시러
잔소리를 마니 하니
자기 기분에 안 맞으면 무조건 나한테 뭐라그래
니가 잘못을 했겟지
난 잘못한거 하나도 없어
웃기고 잇넹 내가 볼 땐 니 잘못이야
너 왜 말을 그따구로 하냐? 나한테 죽고 싶어?
아니 죽고 싶은 사람이 어딨냐
니 손목 그어버린다 말 그따구로 하지마
알겠어"
1405,3,"여기가 어디지?. 당신 누구야!
 가만히 있어 죽고싶지않으면.
 나한테 왜이러는거야! 너 누구야! 내가 누군줄 알고.
 아직도 상황파악이 안되나봐? 내가 누군지 모르겠어?
 너.너는 .!
 이제 머리가 좀 굴러가시나? 너가 왜 여기에 와있는지는 너 스스로가 잘 알거라 생각해
 그땐 내가 미안했어! 돈은 지금 줄 수 있어. 지금 바로 줄게 그러니깐 이것 좀 풀고 대화로 하자 대화로!
 난 너에게 기회를 여러번 줬다고 생각하는데
 안돼 이러지마. 한번만 다시 생각해줘 정말 마지막이야
 또다시 이런 일이 생기면 그 즉시 산채로 흙에 묻히게 될거야. 명심해"
1414,3,"어이 너희 집 어딘지 나 안다니까
선생님 제발 우리 집에는 오지 마세요. 안돼요.
그럼 내가 얘기한 거 하면 돼잖아. 벌써 며칠이야.
그걸 하면 저는 어떻게요.
안돼면 집에 가서 다 죽여버려야지.
선생님 제발요. 할게요.
발한 기간 별로 안남았다
제발 할게요.
내가 지켜본다. 확실히.
예. 알겠습니다."
1419,3,"아 아줌마. 어제 새벽에 왜 왔어요?
 아유 총각도. 무슨 소리 하는거야.
 . 왜 왜 제 방에 칼 들고 들어오셨어요?! 새벽에 봤어요 아 아줌마가. 들어오는 거.
 . 에잉 쯧. 안 들킬 줄 알았는데. 이거 오늘 한 놈 더 죽여야겠구먼?
 . 무 무슨 소리 하시는 거. 힉.! 카 칼.!
 요새 젊은 총각들은 몸에 살이 없어서 먹을 게 없어 응? 근데. 총각은 튼실하니 살도 많아 보이더라고.
 서 설마. 당신들 그런 그런 거야.?
 아따 특식 좀 빨리 먹고 싶어서 간 좀 봤더니. 고새 들켜부렸으야. . 총각. 조금이라도 더 살고 싶으면 그냥 닥치고 있어.
 다 당신들 뭐야. 뭐냐고.
 뭐긴 뭐야 사람 먹는 사람들이지. 총각은 2번째야. 이번에는 405호 총각이 먼저 죽을 예정이라."
1426,3,"5년전 너가 나한테 상처줬던 말들 다 사과해
내가 너한테 뭘 어쨌는데?
가해자는 기억 못한다더니. 넌 오늘 내 손에 죽어
그 총으로 날 쏘겠다는 거야?
총알 다 장전되어 있어 이거 한 방이면 니 목숨은 끝이야
장난감 총으로 날 협박할 생각말고 그거 내려놔
니가 했던 말들 다 기억해내서 사과하기 전엔 어림없어
너 뭔가 오해가 있는 것 같은데 우선 진정 좀 해
내가 오해를 하고 있다고? 니 입부터 찢어버려야겠구나
제발 진정 먼저 해 말로 해결하자 응?"
1436,3,"당신! 그딴식으로 운전 할꺼야?
네? 제가 뭐요? 그리고 언제 봤다고 말을 함부로 하세요?
함부로 할만 하게 행동했으니까 그러지!!
아니 운전하면 이런저런 상황이 발생할수도 있는거고 당신은 처음부터 잘했어요?
뭘 잘했다고 지금 이래? 운전을 못하면 차를 가지고 나오지를 말던가! 왜 나와서 방해해?
참 어의없네 운전 면허증을 당신이줬어? 운전 잘하면 알아서 피해가면 될거 아냐!
이런 또라이를 봤나! 너 죽고싶냐?
뭐? 어디서 욕이야? 그야말로 당신이 미쳤네!
뭐!!미쳐? 그래 미친놈한번 제대로 봐서 너 죽어볼래?
그래 어디 한번 그래봐!! 그래보라고!!!"
1440,3,"야 너 내가 나한테만 패스하라고 했지 죽고싶냐?
다른 팀원들도 있는데 너한테만 패스를 어떻게 줘.
너 내가 전에도 말했지. 패스 안주면 죽여버린다고
응. 그랬었지
내가 너만 건드릴거 같지? 니들 가족도 싹다 죽일거야
가족은 건드리지 말아주라 제발.
그러면 내 말 똑똑히 들어 나한테만 주는거야 나한테만
알았어 너 말대로 할게
그래 다음에는 안봐줄거야 똑바로해라
응 알았어."
1442,3,"요새 살만한가보다? 내가 뭐라고 그랬지?
매일매일 얼굴 비추라고
잘 아네? 알면서도 무시한거네? 너 미쳤냐?
미안해
왜그래? 뭐가 미안한데?
한번만 봐줘. 앞으로 말 잘 들을게
이 새끼 웃기는 새끼네. 야 내가 너 죽이기라도 하냐?
진짜 안 그럴게. 제발 부탁이야
미친 새끼가 열받게 하네
그러지마. 내가 잘못했어. 이제 그만해. 부탁이야."
1450,3,"너 우리오빠 만났지?
무슨소리야 내가 니 남자친구를 왜만나
 니가 우리오빠를 보는 눈이 보통 아니던데?
넘겨짚지마
왜 움찔해? 찔리니?
무슨 헛소리야 정말
헛소리라니 너 허튼 짓거리하면 죽여버려
하 정말
나 알지? 우리오빠한테 미쳐서 눈에 뵈는게 없어
그래 너 미친것같은데 나는 정말아니야
그거야 두고봐야 알지 헛지거리 하면 진짜 죽여버릴거야"
1454,3,"너 뒤에서 내 욕하고 다녔다며?
내가 언제? 
에게 얘기 다 들었어.
가 잘못알았나보지
좋은 말로 할때 인정하고 사과해
싫어. 내가 뭘 잘못했는데?
너 자꾸 발뺌하면 내가 칼로 죽여버리는 수가 있어
지금 내 목숨가지고 협박해?
너뿐만 아니라 니 가족들도 다 죽여버릴거야.
어디 한번 마음대로 해보시지?"
1468,3,"야 여기서 머하냐? 오 여친도 있네?
어? 아니야. 지효야 먼저 가. 빨리 뒤쪽으로가.
어딜가려고 절대 안되지 틈사이로 빠져나가기 전에 잡아.
넌 날 상대해야지 죄없는 사람을 건들여.
너도 상대하는데 니 약점이 있어야 쉽게 이야기가 되지 않을까?
여친 건들지 마라. 어차피 이미 틈사이로 빠져나갔네 소리하나 안들리는거면.
그래? 그럼 너부터 오늘 죽자.
죽여봐 나는 지구 끝까지라도 니 잘못 세상에 다 까발릴거야.
할 수 있나 한 번 해보자. 애들아 쟤 잡아.
네.
왜 이제 잡았으니까 죽이기라도 하게?
당연하지 오늘은 오른팔을 절단시킨다. 아파도 좀 참아."
1470,3,"오늘 니 아들 등교하는 모습 잘봤어
누구냐?나한테 왜 이러는거야!
잘 생각해봐
난 누구에게도 해가 되는 일은 하지 않아
그건 니 생각이고
원하는게 뭐야?
원하는거? 니가 더 잘 알텐데
난 몰라
이틀전 일을 잘 생각해봐 아들을 계속 보고 싶다면 빨리 생각해서 구해오는게 좋을꺼야
알겠어"
1471,3,"환자분 여기에 누워주세요 입 벌리고 계시면 바로 치료 들어갈게요
아 네 이렇게 누우면 되죠? 아 근데 혹시 궁금해서 그런데 이 병원이 과잉진료를 한다는 소문이 있던데 사실인가요.? 실력도 평타신데 과잉진료까지 하시면 환자 없어져요
환자분께서 어디서 들으신지는 모르겠지만 절대 그럴 일 없어요
그쵸? 하긴 유명한 병원도 아니고 치료를 잘하는것도 아닌데요 장난이에요 장난
하 씨 안그래도 짜증나는데 더 짜증나게 만드네
아니 장난인데 갑자기 욕을 하시고 그러세요
야 이 환자 패디랩으로 단단히 묶어 못움직이게
저기요 왜 이러세요 이거 폭행입니다 폭행
그니까 왜 열 받게 하세요 과잉진료 안 할게요 이 다 뽑아드리고 발치비용만 받을게요 너무 고맙죠?
아 죄송해요 하지 마세요. 그런 장난 안 칠게요 진짜 죄송해요
내가 또 착해서 이러면 마음 약해지는데 인심썼다 그럼 한3개 정도만 뽑을게 너무 화가나서 안되겠어
이것도 싫으면 니 치료값 대신할 사람 세 명 구해오던가 알아서 선택해 신고하면 다 뽑아 버린다. 지금 전화해"
1476,3,"내 부하를 살려내지 않으면 당상 죽여버리겠다.
누구십니까?? 살려내라니요.
긴 말은 필요 없다 당장 살려내
잠시만요 너무 피가 많이납니다!
죽고 싶은 거냐? 살려내!!
당장 살려내라니요. 피가 너무나서 과다출혈위험이 있어요
지금 당장 살려내지않으면 바로 죽여버리겠다.
.준비할 시간이 필요합니다!
당장 수술실에 들어가서 살려내라!
준비하겠습니다."
1491,3,"김영감이 우리네집 개죽였지?
무슨소리야
우리집 개가 그집 닭좀 물어죽였다고 죽인거 아니냐고
나는 모르는 일일세
오늘 혀내밀고 죽었던데 약이라고 타서 먹인거 아니야?
나는 아닐세 진정하게
자네밖에 없네 자네도 우리집 메리처럼 뒤질준비하게
무슨소리인가!
내가 약먹여서 죽여버릴테니까 우리 강아지처럼
나는 아닐세 전정하게"
1492,3,"너 이 사건에 대해 뭘 알고있지 ?
 난 아무것도 몰라 !
 사실대로 말해 다 알고왔으니깐
 뭐.? 난 진짜 몰라 ! 모른다고 !
 .너 자꾸 이런식으로 나오면 곤란해
 나한테 왜그래 !
 이걸 너한테 투여하면 바로 심장마비가 와서 죽을 수 도 있어
 .하지마 제발.
 주사 찌르기 전에 사실대로 말해
 .알겠어."
1495,3,"야! 너 그거 당장 내놔!!
절대 못 줘 이게 얼마나 중요한 증거인데!!
그것만 주면 내가 하라는 건 다 할게. 제발 그거 줘.
아니 못 줘 이거 경찰서에 제출하고 너 벌 받게 할 거야.
야. 야 우리가 몇 년 친구냐? 어? 그것만 용서해 주면 나 앞으로 착하게 살게
너 그건 용서받을 수 없는 죄잖아.
정말 못 주겠어? 정말? 내가 평생 감옥에 있는 거 보고 싶은 거야?
죗값 받자 응? 다시 시작하면 되잖아.
어쩔 수 없지 이걸로 너 죽여버릴 거야
야 너 왜 이래. 진정해 봐.
내가 너만 죽일 거 같아? 너네 가족도 다 죽여버릴게.
알겠어 이거 없앨게. 제발 이러지 마."
